%time,field.v,field.h,field.vl,field.actual_v,field.u,field.rpm,field.pwm
1423683756213190975,0.479975715411,1.55112,0.0,0.89472,-6.2278122351,96.0,1390
1423683756332842641,0.401286913561,1.48368,0.0,0.89472,-6.22775088268,96.0,1391
1423683756457346308,0.322603300789,1.44996,0.0,0.89472,-6.22768643864,96.0,1392
1423683756574960975,0.243924876756,1.42748,0.0,1.15568,-6.2276189036,124.0,1394
1423683756691565308,0.165251641121,1.43872,0.0,1.15568,-3.77192202049,124.0,1397
1423683756807479308,0.113657035301,1.4612,0.0,1.15568,-0.743447810599,124.0,1399
1423683756924080641,0.0954544374196,1.4612,0.0,1.15568,0.3150434738,124.0,1402
1423683757040297641,0.0889227900252,1.50616,0.0,1.19296,0.840834520918,128.0,1404
1423683757156085975,0.0881883874876,1.50616,0.0,1.19296,0.88396460599,128.0,1407
1423683757280164641,0.0879295378729,1.5174,0.0,1.19296,0.935359022867,128.0,1410
1423683757395363975,0.0882373295469,1.53988,0.00065305847311,1.19296,1.02515020979,128.0,1412
1423683757512603641,0.0895350579617,1.53988,0.0,1.08112,0.913115849823,116.0,1415
1423683757630599308,0.0895975278703,1.55112,0.013898024814,1.08112,1.70303645251,116.0,1417
1423683757746971641,0.0983689218404,1.55112,0.0493276889901,1.08112,3.11403570866,116.0,1420
1423683757863583975,0.122696188137,1.56236,0.0927751423941,1.08112,4.07373165959,116.0,1422
1423683757986251975,0.157602807759,1.56236,0.168838130591,0.0,4.449646563,116.0,1423
1423683758109628974,0.196651958998,1.56236,0.194311164446,0.0,4.44961097218,116.0,1423
1423683758227765641,0.235698523127,1.5736,0.27851271168,0.8388,4.44957614607,90.0,1424
1423683758346235641,0.274742500319,1.5736,0.328470242661,0.8388,4.4495420845,90.0,1425
1423683758463899308,0.313783890746,1.5736,0.335573212212,0.8388,4.44950878733,90.0,1427
1423683758579846308,0.35282269458,1.5736,0.34583516018,0.8388,4.16141007808,90.0,1428
1423683758695600975,0.388682965478,1.5736,0.373346643401,0.0,3.5395097618,90.0,1428
1423683758812300642,0.417684695978,1.56236,0.336569310937,0.0,-0.053374302421,90.0,1427
1423683758931061975,0.407073008062,1.56236,0.381256784457,0.0,2.86030685088,90.0,1426
1423683759050244308,0.428585431994,1.53988,0.276575421857,0.0,-3.82234154279,90.0,1425
1423683759172896975,0.376420036212,1.49492,0.166594618139,0.0,-6.22773085059,90.0,1424
1423683759289247308,0.29773806327,1.48368,0.0804285950183,0.0,-6.22766542963,90.0,1424
1423683759405406308,0.219061278959,1.47244,0.0837669811902,0.0,-2.30341120749,90.0,1423
1423683759522697642,0.18365408301,1.43872,0.0113922534524,0.0,-4.21315137489,90.0,1423
1423683759639838641,0.127193865077,1.405,0.0,0.39144,-1.69375498227,42.0,1423
1423683759760059974,0.0985133129681,1.37128,0.0,0.39144,-0.146808159942,42.0,1424
1423683759877828308,0.0868895501843,1.36004,0.0,0.39144,0.488839662574,42.0,1425
1423683759994862308,0.0822744937547,1.32632,0.0,0.39144,0.646211470919,42.0,1426
1423683760111762975,0.0793947286094,1.32632,0.0,0.0,0.812494569765,42.0,1425
1423683760228947975,0.0783484058412,1.33756,0.0,0.0,0.909815360389,42.0,1425
1423683760347599641,0.0783751094776,1.3488,0.0,0.0,0.945134663173,42.0,1425
1423683760465651975,0.0787912093228,1.38252,0.156249316534,0.0,4.44972071695,42.0,1425
1423683760584226641,0.117845582038,1.405,0.2747693494,0.0,4.44968358246,42.0,1425
1423683760705812308,0.156897367298,1.42748,0.343809257981,0.0,4.44964721297,42.0,1424
1423683760824363308,0.195946565273,1.43872,0.314967476277,0.0,4.44961160834,42.0,1424
1423683760943931975,0.234993176136,1.43872,0.220846363627,0.0,3.89680190462,42.0,1423
1423683761062893975,0.267942822822,1.43872,0.18624107426,0.0,0.196246886451,42.0,1423
1423683761179952641,0.26009175739,1.42748,0.173987897902,0.0,-0.0345061963033,42.0,1422
1423683761299208975,0.249697068904,1.405,0.0828297637812,0.31688,-4.27139649038,34.0,1422
1423683761417128308,0.192590985115,1.39376,0.00260922004533,0.31688,-5.29849929663,34.0,1422
1423683761534124308,0.124164234941,1.37128,0.0,0.31688,-1.62073179558,34.0,1423
1423683761650197641,0.0962889372073,1.36004,0.0,0.31688,-0.0540216858015,34.0,1423
1423683761767571641,0.0856882752689,1.3488,0.0,0.0,0.521988412761,34.0,1423
1423683761888874641,0.0814387528165,1.33756,0.0,0.0,0.731101166485,34.0,1423
1423683762007860641,0.079494948721,1.33756,0.0,0.0,0.843490424685,34.0,1423
1423683762130072975,0.0787903517726,1.3488,0.0789131205368,0.0,4.44972071777,34.0,1423
1423683762247177641,0.117844724545,1.36004,0.17826468231,0.0,4.44968358326,34.0,1423
1423683762365638975,0.156896509861,1.37128,0.256886733871,0.0,4.44964721376,34.0,1422
1423683762485715641,0.195945707893,1.39376,0.319617872009,0.0,4.44961160911,34.0,1422
1423683762603527642,0.234992318814,1.39376,0.351289604641,0.0,4.44957676917,34.0,1421
1423683762720992308,0.274036342794,1.39376,0.303459414259,0.0,4.44954269378,34.0,1421
1423683762837641308,0.313077780005,1.39376,0.278136146813,0.0,2.25563608368,34.0,1420
1423683762957069975,0.327929045683,1.39376,0.29568870601,0.31688,2.32084121593,34.0,1420
1423683763075429308,0.34349835635,1.39376,0.330599785221,0.31688,3.23611592839,34.0,1420
1423683763192555308,0.36915773731,1.405,0.42483252002,0.31688,4.44946286776,34.0,1420
1423683763310152975,0.408192872484,1.41624,0.534587484397,0.31688,4.44943141862,34.0,1419
1423683763427354641,0.447225421481,1.43872,0.675012592291,0.0,4.44940073336,34.0,1419
1423683763545926308,0.486255384472,1.43872,0.649372506159,0.0,4.44937081183,34.0,1418
1423683763663069308,0.525282761629,1.43872,0.557656951766,0.0,4.44265265963,34.0,1417
1423683763782269975,0.564233806603,1.42748,0.437100595579,0.0,-3.44219290324,34.0,1415
1423683763899835641,0.516251739884,1.41624,0.378804996515,0.0,-3.79025802255,34.0,1414
1423683764017294641,0.464435017743,1.405,0.355264481294,0.0,-2.19092778196,34.0,1413
1423683764138107975,0.430253992151,1.38252,0.253022721578,0.0,-5.54293177821,34.0,1412
1423683764262264642,0.359118892903,1.38252,0.313011338392,0.0,1.41605791621,34.0,1411
1423683764379341308,0.364711134569,1.38252,0.364776119083,0.41008,3.746796993,44.0,1412
1423683764496477642,0.39599959198,1.39376,0.436583060463,0.41008,4.44944116047,44.0,1412
1423683764613740975,0.435032948812,1.41624,0.593664544639,0.41008,4.44941023661,44.0,1412
1423683764732732975,0.474063719586,1.44996,0.810800053221,0.41008,4.44938007652,44.0,1411
1423683764851857308,0.513091904471,1.49492,1.05277411519,0.0,4.44935068006,44.0,1410
1423683764969666975,0.552117503642,1.53988,1.19278194579,0.0,4.44932204707,44.0,1409
1423683765087628975,0.591140517268,1.59608,1.29690578381,0.0,4.4492941774,44.0,1408
1423683765204488308,0.630160945523,1.61856,1.11773671337,0.0,4.4492670709,44.0,1406
1423683765322787308,0.669178788577,1.65228,0.968576783725,0.57784,4.44924072742,62.0,1406
1423683765439898975,0.708194046603,1.66352,0.791175239096,0.57784,4.4492151468,62.0,1406
1423683765555733975,0.747206719773,1.67476,0.711393801252,0.57784,1.05262623446,62.0,1406
1423683765674412642,0.748769527183,1.686,0.737939032283,0.57784,2.32423646182,62.0,1405
1423683765796694308,0.764351805597,1.69724,0.806430373321,0.0,4.44917966276,62.0,1404
1423683765913724308,0.803360758178,1.73096,0.918336468912,0.0,4.44915594251,62.0,1402
1423683766030332641,0.842367126322,1.7422,1.04320488518,0.70832,4.44913298461,76.0,1402
1423683766149613975,0.8813709102,1.7422,1.0327756478,0.70832,4.4491107889,76.0,1401
1423683766266656975,0.920372109984,1.73096,0.901946592586,0.70832,1.23382283923,76.0,1401
1423683766384890308,0.92392227535,1.71972,0.771086358415,0.70832,-5.30811489192,76.0,1400
1423683766502742642,0.85534707845,1.686,0.589352766978,0.0,-6.22806229598,76.0,1399
1423683766625541975,0.776633523023,1.65228,0.390166137029,0.0,-6.22801569718,76.0,1397
1423683766746252308,0.697925158297,1.61856,0.248686240656,0.8388,-6.22796600384,90.0,1398
1423683766863521642,0.619221983932,1.60732,0.318934040261,0.8388,-6.22791321658,90.0,1398
1423683766981110642,0.540523999588,1.59608,0.42920799371,0.8388,-2.03877337827,90.0,1399
1423683767098049308,0.508016086235,1.58484,0.46244149157,0.8388,1.42224095792,90.0,1400
1423683767216513308,0.513667930224,1.52864,0.127192679981,0.0,-6.2278375578,90.0,1399
1423683767334619975,0.434976906564,1.50616,0.0870558336897,0.91336,-6.22777752924,98.0,1400
1423683767451796308,0.356291072128,1.49492,0.204490815577,0.91336,-3.653156577,98.0,1401
1423683767569594975,0.305995082567,1.48368,0.340322532195,0.91336,4.44951536931,98.0,1402
1423683767686371308,0.345034402429,1.48368,0.323074241755,0.91336,3.08977167324,98.0,1404
1423683767805004975,0.369080241619,1.49492,0.380088018946,0.0,4.44946293096,98.0,1403
1423683767925920642,0.408115381927,1.49492,0.474614110858,0.87608,4.4494314803,94.0,1403
1423683768043194308,0.447147936058,1.50616,0.541615841832,0.87608,4.44940079353,94.0,1404
1423683768160909975,0.486177904182,1.5174,0.625393665117,0.87608,4.44937087048,94.0,1405
1423683768277640975,0.525205286473,1.52864,0.689269863167,0.87608,4.449341711,94.0,1406
1423683768394640975,0.564230083101,1.55112,0.786421248237,0.0,4.44931331496,94.0,1406
1423683768512738308,0.603252294239,1.56236,0.818531046634,0.0,4.44928568218,94.0,1404
1423683768634546975,0.642271920058,1.5736,0.798733829149,0.76424,4.44925881253,82.0,1404
1423683768751429642,0.68128896073,1.5736,0.715631043482,0.76424,4.22703284094,82.0,1404
1423683768873516642,0.717853651974,1.5736,0.665876289293,0.76424,0.0448308133715,82.0,1404
1423683768992285975,0.708307202252,1.56236,0.595719993224,0.76424,-2.92627142835,82.0,1404
1423683769112204308,0.666004766292,1.53988,0.476306592028,0.0,-6.22794496774,82.0,1404
1423683769231045642,0.587303696892,1.53988,0.535363238406,0.0,0.55991361265,82.0,1402
1423683769348495308,0.5834437252,1.55112,0.614786340803,0.76424,4.44929961406,82.0,1402
1423683769466922975,0.622464663386,1.5736,0.757947636825,0.76424,4.44927235704,82.0,1402
1423683769592785975,0.661483016338,1.61856,1.02278037033,0.76424,4.44924586307,82.0,1403
1423683769709323975,0.700498784228,1.67476,1.37554568137,0.76424,4.44922013199,82.0,1403
1423683769827297308,0.739511967228,1.76468,1.74793743343,0.0,4.44919516366,82.0,1402
1423683769945888642,0.778522565509,1.82088,1.82560973464,0.0,4.44917095792,82.0,1400
1423683770063159975,0.817530579243,1.87708,1.64210149019,0.80152,4.44914751462,86.0,1399
1423683770180555308,0.856536008602,1.92204,1.38633672074,0.80152,4.44912483362,86.0,1399
1423683770299140308,0.895538853757,1.967,1.23634759158,0.80152,4.44910291475,86.0,1399
1423683770420307642,0.934539114881,2.01196,1.23474502765,0.80152,4.44908175787,86.0,1399
1423683770540184308,0.973536792145,2.04568,1.23117974178,0.0,4.44906136282,86.0,1398
1423683770657737308,1.01253188572,2.06816,1.17112220215,0.87608,4.44904172946,94.0,1396
